Year,Sport,Discipline,Gender,Event,Country,Medal,,Individual Medal Breakdown,,,Total Metal Breakdown,
2002,Skiing,Freestyle Skiing,Men,Moguls,FRA,Bronze,,,,,RUS,
2006,Skiing,Freestyle Skiing,Men,Moguls,USA,Bronze,,,,,CAN,
2010,Skiing,Freestyle Skiing,Men,Moguls,USA,Bronze,,,,,AUS,
2014,Skiing,Freestyle Skiing,Men,Moguls,RUS,Bronze,,,,,,
1992,Skiing,Freestyle Skiing,Men,Moguls,FRA,Gold,,,,,,
1994,Skiing,Freestyle Skiing,Men,Moguls,CAN,Gold,,,,,,
1998,Skiing,Freestyle Skiing,Men,Moguls,USA,Gold,,,,,,
2002,Skiing,Freestyle Skiing,Men,Moguls,FIN,Gold,,,,,,
2006,Skiing,Freestyle Skiing,Men,Moguls,AUS,Gold,,,,,,
2010,Skiing,Freestyle Skiing,Men,Moguls,CAN,Gold,,,,,,
2014,Skiing,Freestyle Skiing,Men,Moguls,CAN,Gold,,,,,,
1992,Skiing,Freestyle Skiing,Men,Moguls,FRA,Silver,,,,,,
1994,Skiing,Freestyle Skiing,Men,Moguls,RUS,Silver,,,,,,
1998,Skiing,Freestyle Skiing,Men,Moguls,FIN,Silver,,,,,,
2002,Skiing,Freestyle Skiing,Men,Moguls,USA,Silver,,,,,,
2006,Skiing,Freestyle Skiing,Men,Moguls,FIN,Silver,,,,,,
2010,Skiing,Freestyle Skiing,Men,Moguls,AUS,Silver,,,,,,
2014,Skiing,Freestyle Skiing,Men,Moguls,CAN,Silver,,,,,,
2010,Skiing,Freestyle Skiing,Men,Ski Cross,NOR,Bronze,,,,,NOR,
2014,Skiing,Freestyle Skiing,Men,Ski Cross,FRA,Bronze,,,,,FRA,
2010,Skiing,Freestyle Skiing,Men,Ski Cross,SUI,Gold,,,,,SUI,
2014,Skiing,Freestyle Skiing,Men,Ski Cross,FRA,Gold,,,,,AUT,
2010,Skiing,Freestyle Skiing,Men,Ski Cross,AUT,Silver,,,,,,
2014,Skiing,Freestyle Skiing,Men,Ski Cross,FRA,Silver,,,,,,
2014,Skiing,Freestyle Skiing,Men,Ski Halfpipe,FRA,Bronze,,,,,FRA,
2014,Skiing,Freestyle Skiing,Men,Ski Halfpipe,USA,Gold,,,,,USA,
2014,Skiing,Freestyle Skiing,Men,Ski Halfpipe,CAN,Silver,,,,,CAN,
2014,Skiing,Freestyle Skiing,Men,Ski Slopestyle,USA,Bronze,,,,,USA,
2014,Skiing,Freestyle Skiing,Men,Ski Slopestyle,USA,Gold,,,,,USA,
2014,Skiing,Freestyle Skiing,Men,Ski Slopestyle,USA,Silver,,,,,USA,
1994,Skiing,Freestyle Skiing,Women,Aerials,NOR,Bronze,,,,,NOR,
1998,Skiing,Freestyle Skiing,Women,Aerials,SUI,Bronze,,,,,SUI,
2002,Skiing,Freestyle Skiing,Women,Aerials,CAN,Bronze,,,,,CAN,
2006,Skiing,Freestyle Skiing,Women,Aerials,AUS,Bronze,,,,,AUS,
2010,Skiing,Freestyle Skiing,Women,Aerials,CHN,Bronze,,,,,CHN,
2014,Skiing,Freestyle Skiing,Women,Aerials,AUS,Bronze,,,,,UZB,
1994,Skiing,Freestyle Skiing,Women,Aerials,UZB,Gold,,,,,USA,
1998,Skiing,Freestyle Skiing,Women,Aerials,USA,Gold,,,,,BLR,
2002,Skiing,Freestyle Skiing,Women,Aerials,AUS,Gold,,,,,SWE,
2006,Skiing,Freestyle Skiing,Women,Aerials,SUI,Gold,,,,,,
2010,Skiing,Freestyle Skiing,Women,Aerials,AUS,Gold,,,,,,
2014,Skiing,Freestyle Skiing,Women,Aerials,BLR,Gold,,,,,,
1994,Skiing,Freestyle Skiing,Women,Aerials,SWE,Silver,,,,,,
1998,Skiing,Freestyle Skiing,Women,Aerials,CHN,Silver,,,,,,
2002,Skiing,Freestyle Skiing,Women,Aerials,CAN,Silver,,,,,,
2006,Skiing,Freestyle Skiing,Women,Aerials,CHN,Silver,,,,,,
2010,Skiing,Freestyle Skiing,Women,Aerials,CHN,Silver,,,,,,
2014,Skiing,Freestyle Skiing,Women,Aerials,CHN,Silver,,,,,,
1992,Skiing,Freestyle Skiing,Women,Moguls,NOR,Bronze,,,,,NOR,
1994,Skiing,Freestyle Skiing,Women,Moguls,RUS,Bronze,,,,,RUS,
1998,Skiing,Freestyle Skiing,Women,Moguls,NOR,Bronze,,,,,JPN,
2002,Skiing,Freestyle Skiing,Women,Moguls,JPN,Bronze,,,,,FRA,
2006,Skiing,Freestyle Skiing,Women,Moguls,FRA,Bronze,,,,,USA,
2010,Skiing,Freestyle Skiing,Women,Moguls,USA,Bronze,,,,,CAN,
2014,Skiing,Freestyle Skiing,Women,Moguls,USA,Bronze,,,,,EUN,
1992,Skiing,Freestyle Skiing,Women,Moguls,USA,Gold,,,,,GER,
1994,Skiing,Freestyle Skiing,Women,Moguls,NOR,Gold,,,,,,
1998,Skiing,Freestyle Skiing,Women,Moguls,JPN,Gold,,,,,,
2002,Skiing,Freestyle Skiing,Women,Moguls,NOR,Gold,,,,,,
2006,Skiing,Freestyle Skiing,Women,Moguls,CAN,Gold,,,,,,
2010,Skiing,Freestyle Skiing,Women,Moguls,USA,Gold,,,,,,
2014,Skiing,Freestyle Skiing,Women,Moguls,CAN,Gold,,,,,,
1992,Skiing,Freestyle Skiing,Women,Moguls,EUN,Silver,,,,,,
1994,Skiing,Freestyle Skiing,Women,Moguls,USA,Silver,,,,,,
1998,Skiing,Freestyle Skiing,Women,Moguls,GER,Silver,,,,,,
2002,Skiing,Freestyle Skiing,Women,Moguls,USA,Silver,,,,,,
2006,Skiing,Freestyle Skiing,Women,Moguls,NOR,Silver,,,,,,
2010,Skiing,Freestyle Skiing,Women,Moguls,CAN,Silver,,,,,,
2014,Skiing,Freestyle Skiing,Women,Moguls,CAN,Silver,,,,,,
2010,Skiing,Freestyle Skiing,Women,Ski Cross,FRA,Bronze,,,,,FRA,
2014,Skiing,Freestyle Skiing,Women,Ski Cross,SWE,Bronze,,,,,SWE,
2010,Skiing,Freestyle Skiing,Women,Ski Cross,CAN,Gold,,,,,CAN,
2014,Skiing,Freestyle Skiing,Women,Ski Cross,CAN,Gold,,,,,NOR,
2010,Skiing,Freestyle Skiing,Women,Ski Cross,NOR,Silver,,,,,,
2014,Skiing,Freestyle Skiing,Women,Ski Cross,CAN,Silver,,,,,,
2014,Skiing,Freestyle Skiing,Women,Ski Halfpipe,JPN,Bronze,,,,,JPN,
2014,Skiing,Freestyle Skiing,Women,Ski Halfpipe,USA,Gold,,,,,USA,
2014,Skiing,Freestyle Skiing,Women,Ski Halfpipe,FRA,Silver,,,,,FRA,
2014,Skiing,Freestyle Skiing,Women,Ski Slopestyle,CAN,Bronze,,,,,CAN,
2014,Skiing,Freestyle Skiing,Women,Ski Slopestyle,CAN,Gold,,,,,CAN,
2014,Skiing,Freestyle Skiing,Women,Ski Slopestyle,USA,Silver,,,,,USA,
2014,Skiing,Nordic Combined,Men,Ind. K90 (70M),NOR,Bronze,,,,,NOR,
2014,Skiing,Nordic Combined,Men,Ind. K90 (70M),GER,Gold,,,,,GER,
2014,Skiing,Nordic Combined,Men,Ind. K90 (70M),JPN,Silver,,,,,JPN,
1924,Skiing,Nordic Combined,Men,Individual,NOR,Bronze,,,,,,
1928,Skiing,Nordic Combined,Men,Individual,NOR,Bronze,,,,,,
1932,Skiing,Nordic Combined,Men,Individual,NOR,Bronze,,,,,,
1936,Skiing,Nordic Combined,Men,Individual,NOR,Bronze,,,,,,
1948,Skiing,Nordic Combined,Men,Individual,SWE,Bronze,,,,,,
1952,Skiing,Nordic Combined,Men,Individual,NOR,Bronze,,,,,,
1956,Skiing,Nordic Combined,Men,Individual,POL,Bronze,,,,,,
1960,Skiing,Nordic Combined,Men,Individual,URS,Bronze,,,,,,
1964,Skiing,Nordic Combined,Men,Individual,EUA,Bronze,,,,,,
1968,Skiing,Nordic Combined,Men,Individual,GDR,Bronze,,,,,,
1972,Skiing,Nordic Combined,Men,Individual,GDR,Bronze,,,,,,
1976,Skiing,Nordic Combined,Men,Individual,GDR,Bronze,,,,,,
1980,Skiing,Nordic Combined,Men,Individual,GDR,Bronze,,,,,,
1984,Skiing,Nordic Combined,Men,Individual,FIN,Bronze,,,,,,
1988,Skiing,Nordic Combined,Men,Individual,URS,Bronze,,,,,,
1992,Skiing,Nordic Combined,Men,Individual,AUT,Bronze,,,,,,
1994,Skiing,Nordic Combined,Men,Individual,NOR,Bronze,,,,,,
1998,Skiing,Nordic Combined,Men,Individual,RUS,Bronze,,,,,,
2002,Skiing,Nordic Combined,Men,Individual,AUT,Bronze,,,,,,
2006,Skiing,Nordic Combined,Men,Individual,NOR,Bronze,,,,,,
1924,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1928,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1932,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1936,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1948,Skiing,Nordic Combined,Men,Individual,FIN,Gold,,,,,,
1952,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1956,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1960,Skiing,Nordic Combined,Men,Individual,EUA,Gold,,,,,,
1964,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1968,Skiing,Nordic Combined,Men,Individual,FRG,Gold,,,,,,
1972,Skiing,Nordic Combined,Men,Individual,GDR,Gold,,,,,,
1976,Skiing,Nordic Combined,Men,Individual,GDR,Gold,,,,,,
1980,Skiing,Nordic Combined,Men,Individual,GDR,Gold,,,,,,
1984,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1988,Skiing,Nordic Combined,Men,Individual,SUI,Gold,,,,,,
1992,Skiing,Nordic Combined,Men,Individual,FRA,Gold,,,,,,
1994,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
1998,Skiing,Nordic Combined,Men,Individual,NOR,Gold,,,,,,
2002,Skiing,Nordic Combined,Men,Individual,FIN,Gold,,,,,,
2006,Skiing,Nordic Combined,Men,Individual,GER,Gold,,,,,,
1924,Skiing,Nordic Combined,Men,Individual,NOR,Silver,,,,,,
1928,Skiing,Nordic Combined,Men,Individual,NOR,Silver,,,,,,
1932,Skiing,Nordic Combined,Men,Individual,NOR,Silver,,,,,,
1936,Skiing,Nordic Combined,Men,Individual,NOR,Silver,,,,,,
1948,Skiing,Nordic Combined,Men,Individual,FIN,Silver,,,,,,
1952,Skiing,Nordic Combined,Men,Individual,FIN,Silver,,,,,,
1956,Skiing,Nordic Combined,Men,Individual,SWE,Silver,,,,,,
1960,Skiing,Nordic Combined,Men,Individual,NOR,Silver,,,,,,
1964,Skiing,Nordic Combined,Men,Individual,URS,Silver,,,,,,
1968,Skiing,Nordic Combined,Men,Individual,SUI,Silver,,,,,,
1972,Skiing,Nordic Combined,Men,Individual,FIN,Silver,,,,,,
1976,Skiing,Nordic Combined,Men,Individual,FRG,Silver,,,,,,
1980,Skiing,Nordic Combined,Men,Individual,FIN,Silver,,,,,,
1984,Skiing,Nordic Combined,Men,Individual,FIN,Silver,,,,,,
1988,Skiing,Nordic Combined,Men,Individual,AUT,Silver,,,,,,
1992,Skiing,Nordic Combined,Men,Individual,FRA,Silver,,,,,,
1994,Skiing,Nordic Combined,Men,Individual,JPN,Silver,,,,,,
1998,Skiing,Nordic Combined,Men,Individual,FIN,Silver,,,,,,
2002,Skiing,Nordic Combined,Men,Individual,FIN,Silver,,,,,,
2006,Skiing,Nordic Combined,Men,Individual,AUT,Silver,,,,,,
2006,Skiing,Nordic Combined,Men,Individual Sprint,GER,Bronze,,,,,,
2006,Skiing,Nordic Combined,Men,Individual Sprint,AUT,Gold,,,,,,
2006,Skiing,Nordic Combined,Men,Individual Sprint,NOR,Silver,,,,,,
2010,Skiing,Nordic Combined,Men,"Individual, Ski Jumping K90 (70M)",ITA,Bronze,,,,,,
2010,Skiing,Nordic Combined,Men,"Individual, Ski Jumping K90 (70M)",FRA,Gold,,,,,,
2010,Skiing,Nordic Combined,Men,"Individual, Ski Jumping K90 (70M)",USA,Silver,,,,,,
2002,Skiing,Nordic Combined,Men,Sprint,AUT,Bronze,,,,,,
2002,Skiing,Nordic Combined,Men,Sprint,FIN,Gold,,,,,,
2002,Skiing,Nordic Combined,Men,Sprint,GER,Silver,,,,,,
2010,Skiing,Nordic Combined,Men,Sprint K120,AUT,Bronze,,,,,AUT,
2014,Skiing,Nordic Combined,Men,Sprint K120,GER,Bronze,,,,,GER,
2010,Skiing,Nordic Combined,Men,Sprint K120,USA,Gold,,,,,USA,
2014,Skiing,Nordic Combined,Men,Sprint K120,NOR,Gold,,,,,NOR,
2010,Skiing,Nordic Combined,Men,Sprint K120,USA,Silver,,,,,,
2014,Skiing,Nordic Combined,Men,Sprint K120,NOR,Silver,,,,,,
1988,Skiing,Nordic Combined,Men,Team,AUT,Bronze,,,,,,
1992,Skiing,Nordic Combined,Men,Team,AUT,Bronze,,,,,,
1994,Skiing,Nordic Combined,Men,Team,SUI,Bronze,,,,,,
1998,Skiing,Nordic Combined,Men,Team,FRA,Bronze,,,,,,
2002,Skiing,Nordic Combined,Men,Team,AUT,Bronze,,,,,,
2006,Skiing,Nordic Combined,Men,Team,FIN,Bronze,,,,,,
1988,Skiing,Nordic Combined,Men,Team,FRG,Gold,,,,,,
1992,Skiing,Nordic Combined,Men,Team,JPN,Gold,,,,,,
1994,Skiing,Nordic Combined,Men,Team,JPN,Gold,,,,,,
1998,Skiing,Nordic Combined,Men,Team,NOR,Gold,,,,,,
2002,Skiing,Nordic Combined,Men,Team,FIN,Gold,,,,,,
2006,Skiing,Nordic Combined,Men,Team,AUT,Gold,,,,,,
1988,Skiing,Nordic Combined,Men,Team,SUI,Silver,,,,,,
1992,Skiing,Nordic Combined,Men,Team,NOR,Silver,,,,,,
1994,Skiing,Nordic Combined,Men,Team,NOR,Silver,,,,,,
1998,Skiing,Nordic Combined,Men,Team,FIN,Silver,,,,,,
2002,Skiing,Nordic Combined,Men,Team,GER,Silver,,,,,,
2006,Skiing,Nordic Combined,Men,Team,GER,Silver,,,,,,
2010,Skiing,Nordic Combined,Men,"Team, 4X5 KM",GER,Bronze,,,,,GER,
2014,Skiing,Nordic Combined,Men,"Team, 4X5 KM",AUT,Bronze,,,,,AUT,
2010,Skiing,Nordic Combined,Men,"Team, 4X5 KM",AUT,Gold,,,,,NOR,
2014,Skiing,Nordic Combined,Men,"Team, 4X5 KM",NOR,Gold,,,,,USA,
2010,Skiing,Nordic Combined,Men,"Team, 4X5 KM",USA,Silver,,,,,,
2014,Skiing,Nordic Combined,Men,"Team, 4X5 KM",GER,Silver,,,,,,
1964,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Bronze,,,,,,
1968,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Bronze,,,,,,
1972,Skiing,Ski Jumping,Men,K120 Individual (90M),GDR,Bronze,,,,,,
1976,Skiing,Ski Jumping,Men,K120 Individual (90M),GDR,Bronze,,,,,,
1980,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Bronze,,,,,,
1984,Skiing,Ski Jumping,Men,K120 Individual (90M),TCH,Bronze,,,,,,
1988,Skiing,Ski Jumping,Men,K120 Individual (90M),YUG,Bronze,,,,,,
1992,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Bronze,,,,,,
1994,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Bronze,,,,,,
1998,Skiing,Ski Jumping,Men,K120 Individual (90M),JPN,Bronze,,,,,,
2002,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Bronze,,,,,,
2006,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Bronze,,,,,,
2010,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Bronze,,,,,,
1964,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Gold,,,,,,
1968,Skiing,Ski Jumping,Men,K120 Individual (90M),URS,Gold,,,,,,
1972,Skiing,Ski Jumping,Men,K120 Individual (90M),POL,Gold,,,,,,
1976,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Gold,,,,,,
1980,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Gold,,,,,,
1984,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Gold,,,,,,
1988,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Gold,,,,,,
1992,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Gold,,,,,,
1994,Skiing,Ski Jumping,Men,K120 Individual (90M),GER,Gold,,,,,,
1998,Skiing,Ski Jumping,Men,K120 Individual (90M),JPN,Gold,,,,,,
2002,Skiing,Ski Jumping,Men,K120 Individual (90M),SUI,Gold,,,,,,
2006,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Gold,,,,,,
2010,Skiing,Ski Jumping,Men,K120 Individual (90M),SUI,Gold,,,,,,
1964,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Silver,,,,,,
1968,Skiing,Ski Jumping,Men,K120 Individual (90M),TCH,Silver,,,,,,
1972,Skiing,Ski Jumping,Men,K120 Individual (90M),SUI,Silver,,,,,,
1976,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Silver,,,,,,
1980,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Silver,,,,,,
1984,Skiing,Ski Jumping,Men,K120 Individual (90M),GDR,Silver,,,,,,
1988,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Silver,,,,,,
1992,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Silver,,,,,,
1994,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Silver,,,,,,
1998,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Silver,,,,,,
2002,Skiing,Ski Jumping,Men,K120 Individual (90M),POL,Silver,,,,,,
2006,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Silver,,,,,,
2010,Skiing,Ski Jumping,Men,K120 Individual (90M),POL,Silver,,,,,,
1988,Skiing,Ski Jumping,Men,K120 Team (90M),NOR,Bronze,,,,,,
1992,Skiing,Ski Jumping,Men,K120 Team (90M),TCH,Bronze,,,,,,
1994,Skiing,Ski Jumping,Men,K120 Team (90M),AUT,Bronze,,,,,,
1998,Skiing,Ski Jumping,Men,K120 Team (90M),AUT,Bronze,,,,,,
2002,Skiing,Ski Jumping,Men,K120 Team (90M),SLO,Bronze,,,,,,
2006,Skiing,Ski Jumping,Men,K120 Team (90M),NOR,Bronze,,,,,,
2010,Skiing,Ski Jumping,Men,K120 Team (90M),NOR,Bronze,,,,,,
1988,Skiing,Ski Jumping,Men,K120 Team (90M),FIN,Gold,,,,,,
1992,Skiing,Ski Jumping,Men,K120 Team (90M),FIN,Gold,,,,,,
1994,Skiing,Ski Jumping,Men,K120 Team (90M),GER,Gold,,,,,,
1998,Skiing,Ski Jumping,Men,K120 Team (90M),JPN,Gold,,,,,,
2002,Skiing,Ski Jumping,Men,K120 Team (90M),GER,Gold,,,,,,
2006,Skiing,Ski Jumping,Men,K120 Team (90M),AUT,Gold,,,,,,
2010,Skiing,Ski Jumping,Men,K120 Team (90M),AUT,Gold,,,,,,
1988,Skiing,Ski Jumping,Men,K120 Team (90M),YUG,Silver,,,,,,
1992,Skiing,Ski Jumping,Men,K120 Team (90M),AUT,Silver,,,,,,
1994,Skiing,Ski Jumping,Men,K120 Team (90M),JPN,Silver,,,,,,
1998,Skiing,Ski Jumping,Men,K120 Team (90M),GER,Silver,,,,,,
2002,Skiing,Ski Jumping,Men,K120 Team (90M),FIN,Silver,,,,,,
2006,Skiing,Ski Jumping,Men,K120 Team (90M),FIN,Silver,,,,,,
2010,Skiing,Ski Jumping,Men,K120 Team (90M),GER,Silver,,,,,,
1924,Skiing,Ski Jumping,Men,K90 Individual (70M),USA,Bronze,,,,,,
1928,Skiing,Ski Jumping,Men,K90 Individual (70M),TCH,Bronze,,,,,,
1932,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze,,,,,,
1936,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze,,,,,,
1948,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze,,,,,,
1952,Skiing,Ski Jumping,Men,K90 Individual (70M),SWE,Bronze,,,,,,
1956,Skiing,Ski Jumping,Men,K90 Individual (70M),EUA,Bronze,,,,,,
1960,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Bronze,,,,,,
1964,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze,,,,,,
1968,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Bronze,,,,,,
1972,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Bronze,,,,,,
1976,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Bronze,,,,,,
1984,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Bronze,,,,,,
1988,Skiing,Ski Jumping,Men,K90 Individual (70M),TCH,Bronze,,,,,,
1992,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Bronze,,,,,,
1994,Skiing,Ski Jumping,Men,K90 Individual (70M),GER,Bronze,,,,,,
1998,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Bronze,,,,,,
2002,Skiing,Ski Jumping,Men,K90 Individual (70M),POL,Bronze,,,,,,
2006,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze,,,,,,
2010,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Bronze,,,,,,
1924,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold,,,,,,
1928,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold,,,,,,
1932,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold,,,,,,
1936,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold,,,,,,
1948,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold,,,,,,
1952,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold,,,,,,
1956,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Gold,,,,,,
1960,Skiing,Ski Jumping,Men,K90 Individual (70M),EUA,Gold,,,,,,
1964,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Gold,,,,,,
1968,Skiing,Ski Jumping,Men,K90 Individual (70M),TCH,Gold,,,,,,
1972,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Gold,,,,,,
1976,Skiing,Ski Jumping,Men,K90 Individual (70M),GDR,Gold,,,,,,
1980,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Gold,,,,,,
1984,Skiing,Ski Jumping,Men,K90 Individual (70M),GDR,Gold,,,,,,
1988,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Gold,,,,,,
1992,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Gold,,,,,,
1994,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold,,,,,,
1998,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Gold,,,,,,
2002,Skiing,Ski Jumping,Men,K90 Individual (70M),SUI,Gold,,,,,,
2006,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold,,,,,,
2010,Skiing,Ski Jumping,Men,K90 Individual (70M),SUI,Gold,,,,,,
1924,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver,,,,,,
1928,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver,,,,,,
1932,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver,,,,,,
1936,Skiing,Ski Jumping,Men,K90 Individual (70M),SWE,Silver,,,,,,
1948,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver,,,,,,
1952,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver,,,,,,
1956,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Silver,,,,,,
1960,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Silver,,,,,,
1964,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver,,,,,,
1968,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Silver,,,,,,
1972,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Silver,,,,,,
1976,Skiing,Ski Jumping,Men,K90 Individual (70M),GDR,Silver,,,,,,
1980,Skiing,Ski Jumping,Men,K90 Individual (70M),GDR,Silver,,,,,,
1980,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Silver,,,,,,
1984,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Silver,,,,,,
1988,Skiing,Ski Jumping,Men,K90 Individual (70M),TCH,Silver,,,,,,
1992,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Silver,,,,,,
1994,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver,,,,,,
1998,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Silver,,,,,,
2002,Skiing,Ski Jumping,Men,K90 Individual (70M),GER,Silver,,,,,,
2006,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Silver,,,,,,
2010,Skiing,Ski Jumping,Men,K90 Individual (70M),POL,Silver,,,,,,
2014,Skiing,Ski Jumping,Men,Large Hill,SLO,Bronze,,,,,SLO,
2014,Skiing,Ski Jumping,Men,Large Hill,POL,Gold,,,,,POL,
2014,Skiing,Ski Jumping,Men,Large Hill,JPN,Silver,,,,,JPN,
2014,Skiing,Ski Jumping,Men,Normal Hill,NOR,Bronze,,,,,NOR,
2014,Skiing,Ski Jumping,Men,Normal Hill,POL,Gold,,,,,POL,
2014,Skiing,Ski Jumping,Men,Normal Hill,SLO,Silver,,,,,SLO,
2014,Skiing,Ski Jumping,Men,Teams,JPN,Bronze,,,,,JPN,
2014,Skiing,Ski Jumping,Men,Teams,GER,Gold,,,,,GER,
2014,Skiing,Ski Jumping,Men,Teams,AUT,Silver,,,,,AUT,
2014,Skiing,Ski Jumping,Women,K90 Individual,FRA,Bronze,,,,,FRA,
2014,Skiing,Ski Jumping,Women,K90 Individual,GER,Gold,,,,,GER,
2014,Skiing,Ski Jumping,Women,K90 Individual,AUT,Silver,,,,,AUT,
2014,Skiing,Snowboard,Men,Giant Parallel Slalom,SLO,Bronze,,,,,SLO,
2014,Skiing,Snowboard,Men,Giant Parallel Slalom,RUS,Gold,,,,,RUS,
2014,Skiing,Snowboard,Men,Giant Parallel Slalom,SUI,Silver,,,,,SUI,
2002,Skiing,Snowboard,Men,Giant Parallel Slalom,USA,Bronze,,,,,USA,
2006,Skiing,Snowboard,Men,Giant Parallel Slalom,AUT,Bronze,,,,,AUT,
2010,Skiing,Snowboard,Men,Giant Parallel Slalom,FRA,Bronze,,,,,FRA,
2002,Skiing,Snowboard,Men,Giant Parallel Slalom,SUI,Gold,,,,,CAN,
2006,Skiing,Snowboard,Men,Giant Parallel Slalom,SUI,Gold,,,,,SWE,
2010,Skiing,Snowboard,Men,Giant Parallel Slalom,CAN,Gold,,,,,,
2002,Skiing,Snowboard,Men,Giant Parallel Slalom,SWE,Silver,,,,,,
2006,Skiing,Snowboard,Men,Giant Parallel Slalom,SUI,Silver,,,,,,
2010,Skiing,Snowboard,Men,Giant Parallel Slalom,AUT,Silver,,,,,,
1998,Skiing,Snowboard,Men,Giant-Slalom,SUI,Bronze,,,,,,
1998,Skiing,Snowboard,Men,Giant-Slalom,CAN,Gold,,,,,,
1998,Skiing,Snowboard,Men,Giant-Slalom,ITA,Silver,,,,,,
1998,Skiing,Snowboard,Men,Half-Pipe,USA,Bronze,,,,,USA,
2002,Skiing,Snowboard,Men,Half-Pipe,USA,Bronze,,,,,FIN,
